# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu Oct 29 15:13:30 EDT 2020 [seed=1603998786178]
# -window -working -options
# keywords: discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	coalescent
291000	-108925.61239160082	-22434.24243410099	-86491.36995749983	1.012015507439158	2018.9879844925608	16.174723512363464	2.7627668840523807	4.45284169720065	5.5314323690605995	0.2822333843956456	0.17589326040273237	0.17986065978210047	0.3620126954195218	0.002892805833690262	0.02904814660102751	0.07037444899401246	0.011616345001638334	1.8775998006652352	0.022245334853762455	-86491.36995749983	-19931.075800346975	-2499.47589269979
292000	-108940.66959371665	-22431.887831407257	-86508.78176230939	1.005152737752951	2018.994847262247	16.133639466582842	2.673442304747405	4.62432808776191	5.193057742050646	0.2822333843956456	0.17585208364926497	0.17990183653556788	0.3620126954195218	0.0078115969071698215	0.029558983960334725	0.06633182125502138	0.012106423252578234	1.764668728755647	0.024849406223489606	-86508.78176230939	-19931.075800346975	-2497.058473974015
293000	-108932.9201681331	-22427.72997095744	-86505.19019717566	1.0131332538073214	2018.9868667461926	16.191856633688193	2.827758829067534	4.188701900720666	5.193057742050646	0.28293820639051087	0.175244758958273	0.1791970145407026	0.36262002011051375	0.016564435253923343	0.028749661130593424	0.06458265813436777	0.011712983636766212	1.76551150872277	0.02650696657893211	-86505.19019717566	-19931.075800346975	-2493.2949293937672
294000	-108931.94871268267	-22423.49205307106	-86508.4566596116	1.007146284787038	2018.992853715213	16.17822857927414	2.835388132553124	4.76165832115013	5.468572456742272	0.28405065736510016	0.1728217271987385	0.1791970145407026	0.363930600895459	0.013577588168705912	0.029473205916428838	0.06937872235984319	0.011749447093562819	1.8310058901893123	0.023573635187654995	-86508.4566596116	-19931.075800346975	-2488.3748169538185
295000	-108886.39579973908	-22425.431835979463	-86460.96396375961	1.0204323439408851	2018.979567656059	16.198019421739538	2.756815216833818	5.420721670107121	5.319505147475854	0.28405065736510016	0.1728217271987385	0.1836328961009439	0.3594947193352177	0.019898185184619162	0.02922610902075616	0.07021548493729068	0.011475553292176017	1.8610527974644167	0.022292859067574118	-86460.96396375961	-19931.075800346975	-2489.7164848243624
296000	-108891.0465852679	-22430.921459073117	-86460.12512619479	1.0173518683119758	2018.982648131688	16.20965399894822	2.6857010227271965	4.414745486170183	5.319505147475854	0.28373021010273036	0.17491550789600305	0.18185956266604916	0.3594947193352177	0.009960242193163821	0.029775518802603342	0.07323337886832358	0.011645625964815194	1.8930176804580139	0.02132132947596373	-86460.12512619479	-19931.075800346975	-2496.2308418187936
297000	-108852.45366378715	-22429.889747724563	-86422.56391606259	1.0094695378724503	2018.9905304621275	16.15594869137416	2.7991923418836193	4.143893920465672	5.161535944457088	0.28373021010273036	0.17491550789600305	0.18185956266604916	0.3594947193352177	0.009163860543558961	0.03028068186976591	0.07214391417555348	0.01206644935036533	1.8432998710982014	0.016280585986332814	-86422.56391606259	-19931.075800346975	-2495.459629267874
298000	-108852.285672978	-22435.778256225698	-86416.5074167523	1.0176235544174206	2018.9823764455825	16.24191880838735	2.6388161660413583	4.890344822699325	5.052211066491762	0.27904565451198865	0.17787777925383705	0.18185956266604916	0.36121700356812547	0.028665440256941482	0.028579831488629793	0.0645417242082725	0.011624985540660772	1.766463009052346	0.023476991140144964	-86416.5074167523	-19931.075800346975	-2500.7311178360565
299000	-108788.39099447278	-22429.755506979218	-86358.63548749356	1.0166383775944146	2018.9833616224055	16.181379105614774	2.857278450915893	4.803512708319283	5.3482486852010975	0.27998354217216964	0.17535194574849142	0.18185956266604916	0.3628049494132901	0.028665440256941482	0.02894934952934147	0.06748547793448781	0.011673659712117878	1.8133814824768075	0.02178724786747363	-86358.63548749356	-19931.075800346975	-2494.613721266015
300000	-108775.72530807459	-22430.57501902395	-86345.15028905064	1.0162058213820597	2018.983794178618	16.146619498041186	2.751037537602412	4.5346576932455225	5.3482486852010975	0.2791302657000939	0.17665170709104355	0.18185956266604916	0.36235846454281373	0.028665440256941482	0.028033938234628592	0.0629160102768295	0.011528236725599118	1.756336288997802	0.017803760904424513	-86345.15028905064	-19931.075800346975	-2495.7844659712227
301000	-108745.46594538848	-22428.135570685154	-86317.33037470334	1.0207333231447284	2018.9792666768553	16.20123356256385	2.691719207715945	4.487244808800662	5.2202055623329615	0.2791302657000939	0.17665170709104355	0.18185956266604916	0.36235846454281373	0.02389447689897666	0.028459683553750732	0.0681043781718893	0.011386647380899123	1.8477284987420721	0.01630383061334504	-86317.33037470334	-19931.075800346975	-2493.4284690453383
302000	-108700.61279415344	-22426.73927157861	-86273.87352257482	1.0088135867698933	2018.99118641323	16.152970751116985	2.6722483671517936	4.487244808800662	5.431798941063178	0.2784414562781058	0.17665170709104355	0.18185956266604916	0.36304727396480185	0.01941872550815764	0.02799941002051891	0.06488363066970161	0.011353986929295255	1.8031133958086134	0.020027792180595128	-86273.87352257482	-19931.075800346975	-2492.0166802428553
303000	-108670.71882107074	-22437.502121245718	-86233.21669982502	1.019306878533743	2018.9806931214662	16.215821553968183	2.898769010304435	4.636569514769891	5.428069007675252	0.2856363483952144	0.1778683698048532	0.18185956266604916	0.3546357191338836	0.006624848245090433	0.0286617792472018	0.06644605821357745	0.011618748177856388	1.8074270851117573	0.017258802704295022	-86233.21669982502	-19931.075800346975	-2502.5484813577254
304000	-108652.86887538494	-22432.80144010656	-86220.06743527838	1.0063685465667553	2018.9936314534332	16.13159987619538	2.9830274261999548	5.232805400060258	5.223750859205193	0.2856363483952144	0.17341277659591003	0.18631515587499234	0.3546357191338836	0.006624848245090433	0.030038462586733483	0.07050845657898716	0.012144584050811707	1.8222116135310362	0.015168201977932854	-86220.06743527838	-19931.075800346975	-2497.2197484785634
305000	-108657.651020778	-22428.75987813407	-86228.89114264392	1.0181977894360188	2018.981802210564	16.10294310416653	2.7118732993351506	5.079568869043905	5.322862475370952	0.27856742958316	0.17836289775365188	0.1835794900271196	0.35949018263606886	0.006261404532864678	0.029473401076703723	0.06849255626893355	0.011945694022262998	1.8135537977356762	0.01414611984164076	-86228.89114264392	-19931.075800346975	-2493.4252966658364
306000	-108613.56713131529	-22428.804082073402	-86184.76304924188	1.0140725764199539	2018.98592742358	16.088235168996906	2.7113957762090335	4.731089561133235	5.322862475370952	0.2821340527226893	0.17644246519278148	0.17956155643899901	0.3618619256455305	0.01725007164359288	0.02913756190178506	0.06969559460066015	0.011573124582766152	1.8614617827881828	0.014325594654799994	-86184.76304924188	-19931.075800346975	-2493.80367925924
307000	-108608.20403524072	-22440.20738838292	-86167.9966468578	1.0097729752197613	2018.9902270247803	16.17192943740641	2.951199878912306	4.749065931040329	5.4777831205564835	0.27920967873541175	0.17644246519278148	0.181316804065912	0.3630310520058951	0.014572145670988794	0.02901080180945377	0.0684847932079118	0.011629197444477157	1.8424226945818745	0.009625569375010991	-86167.9966468578	-19931.075800346975	-2505.0763432630406
308000	-108602.06813624932	-22438.368322262977	-86163.69981398634	1.0209214651860583	2018.9790785348139	16.217546667444438	2.8159663437180105	4.650070138405883	5.2623508943131325	0.27920967873541175	0.17644246519278148	0.181316804065912	0.3630310520058951	0.025613727923232552	0.029775311131776706	0.0717824782828463	0.011824375310929737	1.869293373177082	0.007135451596169748	-86163.69981398634	-19931.075800346975	-2503.383484320208
309000	-108571.40270369782	-22439.453097194477	-86131.94960650335	1.026758028902546	2018.9732419710974	16.31821385061358	2.9074257470604845	4.851269038618958	5.45527205687611	0.27699300668259214	0.1759545365305581	0.18522893327736864	0.3618235235094815	0.02524768338846582	0.030466825299236732	0.0750248931762171	0.011981601461855174	1.9041928439571751	0.004672640324322784	-86131.94960650335	-19931.075800346975	-2504.151794461796
310000	-108533.03909927089	-22425.87841509828	-86107.1606841726	1.0144836955486456	2018.9855163044513	16.2775157900123	2.7500029504019943	4.377422218450945	5.459130872612882	0.27921660715662683	0.1759583541355345	0.18678722169968817	0.35803781700815085	0.02766538729267258	0.029019257474955935	0.06439969238569745	0.011844483480264885	1.752535637313962	0.008785399820261436	-86107.1606841726	-19931.075800346975	-2491.1805365064934
311000	-108518.64201400474	-22425.00020328585	-86093.6418107189	1.0086155616293893	2018.9913844383707	16.28513472274252	2.938103987581749	4.913139531610684	5.414839491851878	0.27921660715662683	0.17697961840409832	0.18064019462206712	0.3631635798172081	0.019088685155795603	0.027807260879496004	0.06393394165826248	0.01113799335848585	1.8034518656515768	0.006240653924944554	-86093.6418107189	-19931.075800346975	-2489.7718377645833
312000	-108490.76749907355	-22429.90596028053	-86060.86153879303	1.0103612787519962	2018.989638721248	16.344222541398413	2.7798190137979324	4.23109672638305	5.453477216535324	0.27921660715662683	0.17697961840409832	0.1826907841246994	0.36111299031457583	0.007410716216830293	0.028032403996310552	0.06152757695914871	0.011422194332398307	1.7427750049087158	0.0034147242498210914	-86060.86153879303	-19931.075800346975	-2495.427784961893
313000	-108467.29535338983	-22419.938997622914	-86047.35635576691	1.0141949444045946	2018.9858050555954	16.32307418041855	2.855723277565101	4.868873928098611	5.125771330855574	0.27921660715662683	0.17697961840409832	0.18522483086390035	0.3585789435753749	0.02676355740618347	0.027766344833363488	0.06256331547452272	0.011139049500058167	1.7764848954655452	0.0024976747669492247	-86047.35635576691	-19931.075800346975	-2484.8517079293315
314000	-108447.16591101993	-22421.24875588157	-86025.91715513835	1.0285366382320027	2018.971463361768	16.30714453097712	2.6913897354193783	4.657878347879532	5.474420621778816	0.27921660715662683	0.17697961840409832	0.18522483086390035	0.3585789435753749	0.01455727736172148	0.0284702095328341	0.06828861789473173	0.011109969768509394	1.8572883069537949	0.002395432211407393	-86025.91715513835	-19931.075800346975	-2486.321020990422
315000	-108439.00209912626	-22425.375392793416	-86013.62670633284	1.0227910949134171	2018.9772089050866	16.307537331017553	2.8962782542229615	5.347213483531819	5.3791991606165155	0.2793664965163014	0.17697961840409832	0.18507494150422574	0.3585789435753749	0.011140018612192328	0.028886106075402998	0.06535621529349676	0.011562229245710182	1.7717615244464961	0.007836919234097253	-86013.62670633284	-19931.075800346975	-2489.711863425112
316000	-108419.76737318779	-22418.434254978965	-86001.33311820881	1.0124823106545062	2018.9875176893454	16.276146568725718	2.8089529209213007	5.0566794374718445	5.1842211060479935	0.2835168338396018	0.1755760909261234	0.18232813165890027	0.3585789435753749	0.014031293867446918	0.028993737566153848	0.06702374954380388	0.011475290942580254	1.8070479287832095	0.001607954612656833	-86001.33311820881	-19931.075800346975	-2483.1300324978492
